Session ID,Title,Type,Day/Date,Time,Room,Topic,Keywords,Brief,Link
EX82401,The AI Cloud Behind the Breakthroughs: How Core42 Accelerates MBZUAI Research (Presented by Core42),Sponsored Expo Theater,"Tuesday, March 17",4:40 p.m. - 4:55 p.m. PDT,SJCC Hall 1 Theater (L2),,,"Discover how a sovereign, multi‑accelerator AI cloud is enabling Mohamed bin Zayed University of Artificial Intelligence (MBZUAI) researchers to train frontier‑level models faster, more securely, and at larger scale, removing compute bottlenecks and unlocking new breakthroughs in language, climat...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82401/
EX82242,Your Agent is Expensive and Wrong (Let's Fix Both!) (Presented by Databricks),Sponsored Expo Theater,"Tuesday, March 17",5:00 p.m. - 5:15 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"More than 80% of AI projects fail. The reason? Customers are not ready to put AI in production in areas where the agent can cause reputational or financial harm. Agent Bricks solves this by automatically generating domain‑specific synthetic data and task‑aware benchmarks, then using those benchma...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82242/
EX82371,Transform Clinical and Commercial Workflows with AI Agents That Deliver Immediate Impact,Expo Theater,"Tuesday, March 17",5:00 p.m. - 5:15 p.m. PDT,SJCC Hall 1 Theater (L2),,,"Explore how a unified agentic AI platform, optimized for life sciences, can automate complex clinical and commercial workflows to accelerate research, improve patient outcomes, and drive sustainable growth. With organizations moving quickly toward an ""agent-first"" operating model, now is the mome...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82371/
EX82094,Network Automation Lessons Learned From Launching 20+ Multi-Tenant Clouds and AI Factories (Presented by Netris),Sponsored Expo Theater,"Tuesday, March 17",5:20 p.m. - 5:35 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"Both enterprises and NVIDIA Cloud Partners (NCPs) must establish consistent tenant isolation across NVIDIA Spectrum-X Ethernet, NVIDIA Quantum InfiniBand, NVLink Multi-Node, DPU, virtual, and edge networks. This requires hard isolation across bare metal, virtual machines (VMs), and container work...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82094/
EX82382,Building Dawn: An AI Agent for Mental Health With Clinically-Grounded Safety,Expo Theater,"Tuesday, March 17",5:20 p.m. - 5:35 p.m. PDT,SJCC Hall 1 Theater (L2),,,"We'll share how we built Dawn, an AI agent for mental health support, addressing the unique challenges of deploying LLMs in clinical settings. Learn how we developed clinically-grounded evaluation frameworks and specialized guardrails through close collaboration with Ph.D.-level psychologists, mo...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82382/
EX81904,"Why AI Requires Vertically Integrated, AI-Native Cloud Infrastructure (Presented by Lightning AI)",Sponsored Expo Theater,"Tuesday, March 17",5:40 p.m. - 5:55 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"AI workloads aren’t web applications, and they’re pushing traditional hyperscaler clouds beyond the assumptions they were built on. Learn why full-stack, AI-native cloud delivers measurable gains in performance, cost, and iteration speed.",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex81904/
EX82361,Opentrons: Close the Gap Between Intent and Execution in the Lab,Expo Theater,"Tuesday, March 17",5:40 p.m. - 5:55 p.m. PDT,SJCC Hall 1 Theater (L2),,,"AI is rapidly reshaping laboratory automation, moving beyond static scripting toward systems that can reason, perceive, and act in the physical world. In this session, James Atwood (Opentrons) explores what’s next for AI-enabled labs as large language models, computer vision, and robotics converg...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82361/
EX82386,When Surgical Intelligence Becomes Embodied: The Agentic Operating Room and the Partners Behind It,Expo Theater,"Tuesday, March 17",6:00 p.m. - 6:15 p.m. PDT,SJCC Hall 1 Theater (L2),,,"AI in healthcare is moving beyond perception and prediction toward real-time action in the physical world. Nowhere is this shift more demanding than the operating room, where conditions change continuously and coordination across systems is critical.  This session introduces the agentic operating...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82386/
EX82436,The Next Era of Surgery: AI-Driven Innovation in the Operating Room,Expo Theater,"Tuesday, March 17",6:20 p.m. - 6:35 p.m. PDT,SJCC Hall 1 Theater (L2),,,"Explore how Barco’s newest AI-based surgical products, powered by NVIDIA AI infrastructure and the NVIDIA Holoscan platform, transform the operating room into a software-defined space. You will discover how generative AI improves surgical precision and patient safety, and simplifies the clinical ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82436/
DLIT81541,Build Surgical and Medical Robotics With NVIDIA Isaac for Healthcare: From Simulation to Deployment,Training Lab,"Wednesday, March 18",8:00 a.m. - 9:45 a.m. PDT,Signia - Club Regent (L1),,,"Gain hands-on experience in setting up simulation environments, generating and converting synthetic medical data, modifying scenes and assets, collecting and curating datasets via state-machine demonstrations, fine-tuning the GR00T N1 Vision-Language-Action (VLA) model, and testing robotic ultras...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81541/
DLIT81660,Data to Decisions: GPU-Accelerated Decision Optimization,Training Lab,"Wednesday, March 18",8:00 a.m. - 9:45 a.m. PDT,Signia - Regency I Ballroom (L2),,,"Learn to optimize decision optimization problems with GPU-accelerated workflows using NVIDIA cuOpt, RAPIDS, CUDA-X libraries, and Nemotron models. This hands-on lab dives into advanced LP/MIP solver integration, accelerated primal heuristics, cutting-plane methods, and deployment patterns for lar...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81660/
DLIT81698,Scalable Environment Setup and Policy Evaluation in Simulation with Isaac Lab-Arena and GR00T,Training Lab,"Wednesday, March 18",8:00 a.m. - 9:45 a.m. PDT,Signia - Regency II Ballroom (L2),,,"In this hands-on lab, you’ll gain expertise on workflows for simulation-based policy evaluation, including how to setup simulation environments with Isaac Lab Arena, how to post-train GR00T models for custom tasks and how to evaluate trained policies in simulation at scale. NVIDIA Isaac Lab Arena...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81698/
DLIT81798,Building and Deploying Digital Twin Applications With Omniverse Kit App Streaming,Training Lab,"Wednesday, March 18",8:00 a.m. - 9:45 a.m. PDT,Signia - Crystal Ballroom (L2),,,"Unlock the power of real-time 3D digital twin applications with NVIDIA Omniverse Kit App Streaming. In this lab, you'll build, containerize, deploy, and extend interactive 3D applications that stream directly to web clients, enabling scalable, remote simulation and control for digital twin soluti...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81798/
C81931,Your Path to Physical AI and OpenUSD Certification at GTC,Certification,"Wednesday, March 18",8:00 a.m. - 8:45 a.m. PDT,Signia - California Ballroom (L2),,,"Ready to build the next generation of autonomous systems that perceive, reason, and act in the physical world? Join us for an in-depth look at NVIDIA's physical AI training and OpenUSD certification program at this year's GTC. In this session, you'll discover how NVIDIA Omniverse libraries enable...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-c81931/
DLIT81945,Faster Together: Train and Deploy a Speculative Decoding Model for Low-Latency LLM Inference,Training Lab,"Wednesday, March 18",8:00 a.m. - 9:45 a.m. PDT,Signia - Imperial Ballroom (L2),,,"Dive deep into theory and practice of low-latency inference by deploying NVIDIA TensorRT-LLM with advanced speculative decoding techniques. You'll train an Eagle-3 draft head to propose candidate tokens efficiently, serve it, and benchmark it using AIPerf to quantify how these strategies minimize...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81945/
DLIT82008,Deploy and Customize Your AI Factory: Make Your AI Factory Feel Like Home!,Training Lab,"Wednesday, March 18",8:00 a.m. - 9:45 a.m. PDT,Signia - Gold Ballroom (L2),,,"This hands-on lab will get you down and dirty with customizing an AI factory.  Experience how typical administrator tasks are made easier with NVIDIA Mission Control, and explore the interfaces and tools that NVIDIA Mission Control provides for doing ""Day 1 and beyond"" work.   Prerequisite(s):  T...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit82008/
S81421,Robust LLM Training Infrastructure at ByteDance,Talk,"Wednesday, March 18",9:00 a.m. - 9:40 a.m. PDT,SJCC 212BD (L2),,,"Large language model training has scaled to tens of thousands of GPUs, and keeps expanding. As cluster sizes continually scale, training runs can incur failures, interrupting the run and requiring mitigation. Examples may include NaN values, CUDA errors, and job hangs that challenge stability. Hi...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81421/
S81489,A New Paradigm: Verifiable AI,Talk,"Wednesday, March 18",9:00 a.m. - 9:40 a.m. PDT,Hyatt Place Salon II & III (L1),,,"Autonomous AI requires a new security model. From AI agents to robots, we need to rethink how we should trust these systems to deliver the full promise of their automation. Can we verify their operations, security, and alignment as we grant them access to our most coveted data and delegate them c...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81489/
S81515,Best Practices of Multi-Modal and Vision Generation Training in M-Core,Talk,"Wednesday, March 18",9:00 a.m. - 9:40 a.m. PDT,SJCC LL21E (LL),,,"Learn our practical strategies for post-training multi-modal vision language models (VLMs) and diffusion models, leveraging M-Core to enhance GPU utilization and improve model performance. Explore our effective reinforcement learning workflow, which spans from training to resource scheduling, max...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81515/
S81528,"Building Towards Self-Driving Codebases with Long-Running, Asynchronous Agents",Talk,"Wednesday, March 18",9:00 a.m. - 9:40 a.m. PDT,SJCC LL20CD (LL),,,"Aman Sanger, co-founder and CTO at Cursor, will share how Cursor is building long-running coding agents that can autonomously execute more ambitious software tasks.",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81528/
S81543,Scalable Data Access for Next-Gen Algorithmic Trading,Talk,"Wednesday, March 18",9:00 a.m. - 9:40 a.m. PDT,SJCC 230B (L2),,,"Algorithmic trading is entering a new era defined by AI, massive data volumes, and unprecedented compute scale. Many leading firms now operate more like advanced AI labs than traditional trading desks, relying on large fleets of NVIDIA GPUs and consuming petabytes of real-time and historical mark...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81543/
CWES81586,Connect With the Experts on NVIDIA's Cloud Technologies,Connect with the Experts,"Wednesday, March 18",9:00 a.m. - 9:50 a.m. PDT,Connect With the Experts Pod D (L2),,,"Join NVIDIA's cloud team to learn about NVIDIA's portfolio of technologies for building and managing AI factories at scale, including components for monitoring GPU health, automated remediation and resiliency, provisioning and managing multi-tenancy, inferencing and deployment platforms, and more...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81586/
S81663,Accelerate the Path to In-Silico Life Sciences and Drug Discovery,Talk,"Wednesday, March 18",9:00 a.m. - 9:40 a.m. PDT,SJCC LL21AB (LL),,,Representing life in silico and designing compounds and therapies that modulate that biology are among the most foundational goals of modern life sciences R&D. The community is at an inflection point: increasing volumes of sophisticated data and foundation modeling efforts require fundamental new...,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81663/
